,image,object,probability,coordinates,check
3709,N30051001457800,person,0.73,"[1732, 1657, 1793, 1813]",
3710,N30051001457800,bicycle,0.73,"[695, 1748, 854, 1866]",
3711,N30051001457800,person,0.69,"[1435, 1651, 1490, 1812]",
3712,N30051001457800,person,0.65,"[1371, 1676, 1424, 1817]",
3713,N30051001457800,person,0.64,"[1271, 1663, 1327, 1832]",
3714,N30051001457800,person,0.62,"[1129, 1634, 1179, 1768]",
3715,N30051001457800,person,0.57,"[1236, 1650, 1284, 1803]",
3716,N30051001457800,bicycle,0.57,"[91, 1679, 215, 1803]",
3717,N30051001457800,person,0.55,"[1827, 1567, 1897, 1708]",
3718,N30051001457800,person,0.51,"[1565, 1644, 1626, 1818]",
3719,N30051001457800,person,0.48,"[1499, 1680, 1561, 1816]",
3720,N30051001457800,person,0.48,"[531, 1583, 574, 1677]",
3721,N30051001457800,person,0.44,"[120, 1613, 201, 1780]",
3722,N30051001457800,dog,0.4,"[999, 1746, 1063, 1819]",
3723,N30051001457800,person,0.4,"[1747, 1533, 1801, 1678]",
3724,N30051001457800,person,0.4,"[734, 1669, 821, 1845]",
3725,N30051001457800,person,0.34,"[1319, 1579, 1367, 1706]",
3726,N30051001457800,motorcycle,0.33,"[90, 1675, 217, 1801]",
3727,N30051001457800,person,0.33,"[948, 1651, 1015, 1807]",
3728,N30051001457800,person,0.29,"[2176, 1424, 2227, 1495]",
3729,N30051001457800,person,0.28,"[823, 1653, 879, 1738]",
3730,N30051001504874,person,0.82,"[738, 1219, 1492, 2083]",
3731,N30051001504874,person,0.77,"[1592, 2005, 1955, 2736]",
3732,N30051001504874,car,0.48,"[1905, 2322, 2158, 2473]",
3733,N30051001504874,person,0.38,"[2116, 2253, 2223, 2523]",
3734,N30051001441036,zebra,0.95,"[2262, 907, 2920, 1580]",
3735,N30051001441036,person,0.9,"[715, 790, 981, 1747]",
3736,N30051001441036,person,0.84,"[1246, 808, 1970, 1593]",
3737,N30051001441036,person,0.76,"[1272, 876, 1453, 1398]",
3738,N30051001441036,zebra,0.47,"[1250, 809, 1969, 1597]",
3739,N30051001452447,person,0.86,"[1550, 616, 2337, 1884]",
3740,N30051001452447,person,0.82,"[1912, 654, 2381, 1731]",
3741,N30051001452447,person,0.81,"[613, 597, 1780, 2069]",
3742,N30051001452447,person,0.79,"[1265, 570, 1716, 1958]",
3743,N30051001452447,bench,0.55,"[62, 1069, 431, 1344]",
3744,N30051001452447,tie,0.31,"[1425, 793, 1519, 825]",
3745,N30051001443412,person,0.93,"[1602, 1835, 2043, 2590]",
3746,N30051001443412,person,0.93,"[740, 1331, 1250, 2553]",
3747,N30051001443412,handbag,0.68,"[708, 2018, 802, 2306]",
3748,N30051001443412,tie,0.67,"[1765, 2040, 1848, 2226]",
3749,N30051001443412,bench,0.43,"[1554, 1957, 1706, 2068]",
3750,N30051001443412,handbag,0.41,"[1098, 1756, 1299, 2191]",
3751,N30051001443412,handbag,0.36,"[1609, 2035, 1791, 2371]",
3752,N30051001443412,handbag,0.3,"[1106, 1760, 1299, 2427]",
3753,N30051000647971,person,0.94,"[239, 125, 1537, 2299]",
3754,N30051000647971,person,0.93,"[1507, 520, 2385, 2307]",
3755,N30051000647971,person,0.92,"[2330, 574, 2943, 2310]",
3756,N30051000704491,person,0.92,"[210, 97, 1400, 1879]",
3757,N30051000704491,tie,0.55,"[827, 684, 971, 955]",
3758,N30051000704491,person,0.38,"[2557, 1947, 2820, 2300]",
3759,N30051001442935,person,0.89,"[607, 1815, 1348, 2295]",
3760,N30051001442935,person,0.87,"[1869, 1701, 2389, 2267]",
3761,N30051001442935,person,0.8,"[2186, 1338, 2602, 1714]",
3762,N30051001442935,person,0.71,"[90, 1197, 499, 1501]",
3763,N30051001442935,person,0.69,"[2529, 1851, 2894, 2293]",
3764,N30051001442935,bed,0.66,"[482, 1182, 2196, 2272]",
3765,N30051001442935,person,0.53,"[597, 1297, 1462, 2128]",
3766,N30051001442935,cat,0.51,"[1605, 1518, 1854, 1633]",
3767,N30051001442935,person,0.47,"[2438, 1421, 2895, 2285]",
3768,N30051001442935,chair,0.44,"[1748, 1725, 2456, 2288]",
3769,N30051001442935,person,0.39,"[570, 1225, 839, 1557]",
3770,N30051001442935,person,0.37,"[1070, 1298, 1376, 1673]",
3771,N30051001442935,person,0.36,"[2106, 938, 2229, 1086]",
3772,N30051001442935,person,0.35,"[220, 1199, 500, 1486]",
3773,N30051001442935,person,0.34,"[1514, 1182, 1769, 1434]",
3774,N30051001442935,person,0.32,"[324, 1218, 841, 1620]",
3775,N30051001442935,person,0.27,"[1835, 1096, 2023, 1252]",
3776,N30051001442935,person,0.25,"[1251, 1002, 1458, 1179]",
3777,N30051001448841,person,0.93,"[66, 672, 660, 2389]",
3778,N30051001448841,person,0.93,"[583, 770, 1506, 2388]",
3779,N30051001448841,person,0.92,"[1451, 554, 2543, 2395]",
3780,N30051001448841,person,0.88,"[1329, 523, 1834, 1507]",
3781,N30051001448841,person,0.87,"[2484, 764, 2910, 2385]",
3782,N30051001448841,person,0.79,"[2403, 800, 2819, 1719]",
3783,N30051001448841,person,0.73,"[574, 629, 1058, 1674]",
3784,N30051001448841,person,0.52,"[2168, 716, 2547, 1405]",
3785,N30051001448841,person,0.39,"[399, 1178, 641, 1465]",
3786,N30051001448841,person,0.32,"[608, 855, 782, 1263]",
3787,N30051001448841,person,0.32,"[2164, 712, 2552, 2362]",
3788,N30051001506739,person,0.85,"[780, 973, 1079, 1926]",
3789,N30051001506739,person,0.83,"[1870, 881, 2273, 1878]",
3790,N30051001506739,person,0.8,"[1016, 657, 1275, 1750]",
3791,N30051001506739,person,0.69,"[1194, 963, 1924, 2123]",
3792,N30051001506739,person,0.63,"[1579, 801, 1854, 1371]",
3793,N30051001506739,person,0.61,"[1386, 1205, 1783, 1730]",
3794,N30051001506739,potted plant,0.46,"[2539, 535, 2891, 966]",
3795,N30051001506739,person,0.45,"[1768, 900, 1995, 1870]",
3796,N30051001506739,potted plant,0.39,"[2136, 550, 2450, 966]",
3797,N30051001506739,handbag,0.36,"[2143, 1618, 2416, 1845]",
3798,N30051001506739,person,0.34,"[821, 601, 1094, 1339]",
3799,N30051001506739,person,0.32,"[1199, 958, 1627, 1726]",
3800,N30051001510012,person,0.83,"[418, 1593, 786, 2379]",
3801,N30051001510012,person,0.82,"[1855, 1755, 2311, 2577]",
3802,N30051001510012,person,0.8,"[1219, 1852, 1754, 2581]",
3803,N30051001510012,person,0.67,"[1599, 1684, 1994, 2561]",
3804,N30051001510012,person,0.66,"[87, 2115, 534, 2585]",
3805,N30051001510012,person,0.61,"[928, 1812, 1272, 2359]",
3806,N30051001510012,person,0.39,"[1121, 1753, 1325, 2109]",
3807,N30051001510012,person,0.38,"[1576, 2238, 1965, 2583]",
3808,N30051001510012,person,0.38,"[716, 2011, 1045, 2577]",
3809,N30051001510012,person,0.36,"[910, 2257, 1219, 2580]",
3810,N30051001510012,person,0.34,"[992, 1156, 1237, 1509]",
3811,N30051001510012,person,0.34,"[1435, 1685, 1727, 2092]",
3812,N30051001510012,truck,0.32,"[1547, 1017, 1930, 1182]",
3813,N30051001510012,person,0.28,"[494, 2333, 815, 2585]",
3814,N30051001460838,person,0.94,"[73, 606, 1445, 2307]",
3815,N30051001460838,person,0.93,"[1514, 504, 2800, 2252]",
3816,N30051001460838,person,0.86,"[82, 577, 455, 1480]",
3817,N30051001460838,person,0.72,"[1275, 676, 1806, 1555]",
3818,N30051001460838,person,0.68,"[1163, 794, 1541, 1219]",
3819,N30051001460838,person,0.64,"[456, 666, 615, 891]",
3820,N30051001460838,person,0.56,"[929, 796, 1280, 1262]",
3821,N30051001460838,cup,0.53,"[2194, 2147, 2432, 2314]",
3822,N30051001460838,bowl,0.47,"[1330, 1542, 1495, 1654]",
3823,N30051001460838,person,0.38,"[641, 632, 782, 809]",
3824,N30051001460838,cup,0.38,"[1335, 1543, 1494, 1657]",
3825,N30051001460838,cup,0.37,"[1028, 1287, 1096, 1367]",
3826,N30051001460838,dinning table,0.37,"[754, 1213, 2833, 2319]",
3827,N30051001460838,cup,0.32,"[2427, 2109, 2661, 2321]",
3828,N30051001460838,potted plant,0.32,"[2437, 63, 2920, 899]",
3829,N30051001460838,person,0.26,"[72, 723, 179, 975]",
3830,N30051001460838,bowl,0.26,"[2429, 2110, 2661, 2249]",
3831,N30051001460838,bottle,0.25,"[1162, 1181, 1218, 1333]",
3832,N30051001460838,cup,0.25,"[2429, 2110, 2661, 2254]",
3833,N30051001464376,person,0.95,"[141, 696, 896, 2269]",
3834,N30051001464376,motorcycle,0.94,"[759, 516, 2651, 1791]",
3835,N30051001464376,tie,0.49,"[620, 893, 679, 982]",
3836,N30051001450391,person,0.95,"[86, 304, 1189, 2379]",
3837,N30051001450391,person,0.94,"[1131, 1117, 2306, 2377]",
3838,N30051001450391,person,0.89,"[1918, 306, 2522, 2329]",
3839,N30051001450391,person,0.88,"[1615, 265, 2145, 1143]",
3840,N30051001450391,person,0.87,"[1141, 420, 1625, 1274]",
3841,N30051001450391,person,0.86,"[2386, 341, 2929, 2374]",
3842,N30051001450391,person,0.84,"[746, 326, 1257, 1156]",
3843,N30051001450391,person,0.77,"[1805, 697, 2138, 1380]",
3844,N30051001450391,person,0.76,"[1140, 419, 1628, 1926]",
3845,N30051001450391,tie,0.7,"[1863, 578, 1921, 704]",
3846,N30051001450391,cake,0.59,"[708, 1052, 1543, 1512]",
3847,N30051001450391,person,0.58,"[1878, 1245, 2333, 1847]",
3848,N30051001450391,tie,0.54,"[292, 693, 375, 836]",
3849,N30051001450391,person,0.5,"[74, 253, 488, 2325]",
3850,N30051001450391,person,0.46,"[2388, 1181, 2737, 2379]",
3851,N30051001450391,person,0.38,"[1101, 446, 1262, 811]",
3852,N30051001450391,tie,0.37,"[2143, 612, 2217, 692]",
3853,N30051001450391,person,0.31,"[718, 338, 1224, 2202]",
3854,N30051001450391,tie,0.31,"[1023, 640, 1080, 833]",
3855,N30051001450391,tie,0.27,"[2720, 740, 2907, 1089]",
3856,N30051001450391,tie,0.25,"[1029, 639, 1125, 952]",
3857,N30051000830064,person,0.93,"[1184, 1067, 1660, 2144]",
3858,N30051000830064,person,0.87,"[880, 1025, 1131, 1983]",
3859,N30051000830064,person,0.87,"[733, 1073, 958, 2110]",
3860,N30051000830064,car,0.81,"[151, 1166, 364, 1344]",
3861,N30051000830064,car,0.81,"[53, 1174, 197, 1325]",
3862,N30051000830064,person,0.7,"[1318, 1065, 1485, 1798]",
3863,N30051000830064,car,0.7,"[271, 1247, 375, 1356]",
3864,N30051000830064,tie,0.26,"[991, 1188, 1022, 1306]",
3865,N30051001455457,person,0.89,"[758, 312, 2545, 2125]",
3866,N30051001455457,toilet,0.47,"[2000, 1890, 2922, 2381]",
3867,N30051001465498,person,0.82,"[808, 732, 1279, 1074]",
3868,N30051001465498,person,0.48,"[1431, 720, 1789, 1076]",
3869,N30051001456356,person,0.94,"[352, 820, 1345, 1771]",
3870,N30051001456356,chair,0.92,"[363, 1190, 1033, 1860]",
3871,N30051001456356,person,0.91,"[1712, 786, 2503, 1978]",
3872,N30051001456356,chair,0.88,"[1988, 1195, 2599, 2045]",
3873,N30051001456356,person,0.86,"[1175, 768, 1665, 1590]",
3874,N30051001456356,person,0.82,"[1689, 689, 2126, 1395]",
3875,N30051001456356,bottle,0.77,"[2324, 570, 2430, 826]",
3876,N30051001456356,handbag,0.71,"[2316, 1463, 2570, 1959]",
3877,N30051001456356,person,0.7,"[1067, 651, 1450, 1317]",
3878,N30051001456356,person,0.61,"[615, 685, 1072, 1256]",
3879,N30051001456356,bowl,0.58,"[1485, 1406, 1582, 1471]",
3880,N30051001456356,dinning table,0.55,"[1259, 1297, 1774, 1969]",
3881,N30051001456356,cup,0.51,"[1640, 1301, 1730, 1374]",
3882,N30051001456356,bowl,0.41,"[1641, 1303, 1731, 1375]",
3883,N30051001456356,person,0.35,"[1684, 738, 2128, 1887]",
3884,N30051001456356,potted plant,0.27,"[977, 806, 1209, 1031]",
3885,N30051001456356,remote,0.26,"[949, 1238, 1009, 1319]",
3886,N30051000397569,person,0.72,"[560, 1379, 806, 2166]",
3887,N30051000397569,person,0.67,"[1458, 1216, 1748, 2062]",
3888,N30051000397569,giraffe,0.62,"[475, 624, 1227, 1345]",
3889,N30051000397569,person,0.62,"[789, 1270, 1185, 2121]",
3890,N30051000397569,person,0.56,"[224, 1258, 499, 2219]",
3891,N30051000397569,person,0.47,"[2128, 1257, 2374, 2005]",
3892,N30051000397569,person,0.46,"[404, 1494, 599, 2187]",
3893,N30051000397569,person,0.45,"[2439, 1321, 2642, 1846]",
3894,N30051000397569,person,0.42,"[1276, 1461, 1485, 2056]",
3895,N30051000397569,person,0.4,"[1115, 1340, 1314, 2076]",
3896,N30051000397569,person,0.39,"[1684, 1432, 1879, 2071]",
3897,N30051000397569,person,0.28,"[1929, 1366, 2095, 1981]",
3898,N30051000397569,person,0.26,"[2349, 1288, 2497, 1830]",
3899,N30051000397569,person,0.26,"[62, 1259, 188, 2311]",
3900,N30051001465654,person,0.88,"[1570, 849, 1843, 1603]",
3901,N30051001465654,person,0.88,"[949, 945, 1392, 1815]",
3902,N30051001465654,person,0.63,"[1121, 801, 1456, 1075]",
3903,N30051001465654,person,0.58,"[2628, 735, 2856, 1041]",
3904,N30051001465654,bed,0.42,"[76, 803, 1202, 2139]",
3905,N30051001465654,bed,0.33,"[1702, 951, 2883, 1839]",
3906,N30051001465654,bed,0.28,"[1934, 1186, 2705, 1430]",
3907,N30051001465654,bed,0.26,"[80, 1372, 890, 2144]",
3908,N30051001465654,bed,0.25,"[1899, 816, 2740, 1189]",
3909,N30051001465654,bed,0.25,"[1919, 934, 2714, 1190]",
3910,N30051001441838,bicycle,0.91,"[970, 1370, 1748, 1997]",
3911,N30051001441838,person,0.84,"[1147, 1101, 1554, 1796]",
3912,N30051001441838,suitcase,0.51,"[1010, 1392, 1284, 1604]",
3913,N30051001464095,person,0.82,"[1329, 304, 1918, 987]",
3914,N30051001464095,tie,0.71,"[1674, 569, 1721, 627]",
3915,N30051001464095,couch,0.36,"[1306, 293, 2850, 1340]",
3916,N30051001464095,bed,0.29,"[75, 303, 2738, 2297]",
3917,N30051001506838,person,0.95,"[373, 600, 1006, 2687]",
3918,N30051001465621,person,0.94,"[1898, 857, 2484, 2108]",
3919,N30051001465621,person,0.9,"[1088, 667, 1509, 1495]",
3920,N30051001465621,person,0.89,"[1519, 768, 1915, 1738]",
3921,N30051001465621,person,0.87,"[904, 768, 1197, 1399]",
3922,N30051001465621,person,0.87,"[373, 838, 857, 2394]",
3923,N30051001465621,person,0.41,"[616, 663, 738, 841]",
3924,N30051001465621,person,0.39,"[195, 620, 335, 848]",
3925,N30051001465621,person,0.36,"[798, 826, 928, 1137]",
3926,N30051001465621,person,0.35,"[318, 760, 658, 1533]",
3927,N30051001465621,dinning table,0.33,"[765, 1424, 2497, 2396]",
3928,N30051001465621,person,0.32,"[320, 759, 658, 1228]",
3929,N30051001465621,person,0.32,"[377, 554, 508, 858]",
3930,N30051001465621,dinning table,0.26,"[752, 1357, 1560, 2362]",
3931,N30051001451324,person,0.91,"[891, 748, 1325, 2101]",
3932,N30051001451324,person,0.88,"[1679, 1138, 2210, 2247]",
3933,N30051001451324,person,0.82,"[1546, 897, 1860, 1613]",
3934,N30051001451324,chair,0.78,"[1929, 1397, 2312, 2182]",
3935,N30051001451324,tie,0.62,"[1089, 967, 1126, 1160]",
3936,N30051001451324,clock,0.39,"[817, 642, 890, 761]",
3937,N30051001451324,person,0.33,"[2338, 750, 2697, 1285]",
3938,N30051001451324,book,0.27,"[221, 1054, 268, 1272]",
3939,N30051001451324,book,0.26,"[229, 1300, 296, 1543]",
3940,N30051001465670,person,0.93,"[1997, 301, 2647, 2371]",
3941,N30051001465670,person,0.93,"[151, 236, 836, 2376]",
3942,N30051001465670,person,0.92,"[1309, 438, 1835, 2330]",
3943,N30051001465670,person,0.92,"[763, 417, 1366, 2382]",
3944,N30051001465670,tie,0.56,"[1523, 739, 1630, 814]",
3945,N30051001465670,tie,0.41,"[2184, 630, 2259, 773]",
3946,N30051001465670,book,0.34,"[774, 944, 991, 1092]",
3947,N30051001465670,tie,0.33,"[2108, 629, 2257, 928]",
3948,N30051001465670,cell phone,0.31,"[1638, 1079, 1841, 1209]",
3949,N30051001441622,person,0.86,"[75, 1101, 289, 1856]",
3950,N30051001441622,person,0.84,"[1114, 1346, 1283, 1856]",
3951,N30051001441622,person,0.76,"[858, 1451, 1115, 2187]",
3952,N30051001441622,horse,0.75,"[346, 1286, 652, 2128]",
3953,N30051001441622,person,0.66,"[2376, 1355, 2536, 1905]",
3954,N30051001441622,person,0.64,"[2120, 1361, 2278, 1959]",
3955,N30051001441622,person,0.63,"[72, 1668, 378, 2390]",
3956,N30051001441622,person,0.6,"[1401, 1323, 1521, 1729]",
3957,N30051001441622,person,0.59,"[2680, 1391, 2864, 2001]",
3958,N30051001441622,horse,0.57,"[244, 1548, 536, 2377]",
3959,N30051001441622,person,0.46,"[2537, 1350, 2719, 1948]",
3960,N30051001441622,horse,0.46,"[559, 1175, 1047, 2125]",
3961,N30051001441622,horse,0.42,"[556, 1230, 907, 2119]",
3962,N30051001441622,person,0.42,"[2286, 1329, 2403, 1876]",
3963,N30051001441622,person,0.37,"[1989, 1296, 2093, 1771]",
3964,N30051001441622,horse,0.37,"[73, 1546, 535, 2374]",
3965,N30051001441622,person,0.37,"[1606, 1300, 1709, 1666]",
3966,N30051001441622,person,0.35,"[1905, 1291, 2006, 1756]",
3967,N30051001441622,person,0.34,"[1693, 1296, 1791, 1681]",
3968,N30051001441622,person,0.32,"[1836, 1290, 1938, 1720]",
3969,N30051001441622,person,0.28,"[1779, 1285, 1862, 1646]",
3970,N30051001343562,person,0.85,"[1249, 1272, 1403, 1638]",
3971,N30051001343562,person,0.84,"[1438, 1392, 1592, 1648]",
3972,N30051001343562,person,0.82,"[1844, 1235, 1958, 1531]",
3973,N30051001343562,person,0.76,"[1725, 1225, 1852, 1555]",
3974,N30051001343562,boat,0.72,"[1174, 1468, 2075, 1710]",
3975,N30051001343562,person,0.71,"[1378, 1271, 1481, 1613]",
3976,N30051001343562,person,0.7,"[1440, 1214, 1556, 1435]",
3977,N30051001343562,person,0.65,"[1603, 1242, 1738, 1580]",
3978,N30051001343562,boat,0.51,"[587, 1148, 825, 1204]",
3979,N30051001343562,person,0.32,"[1549, 1368, 1671, 1597]",
3980,N30051001483079,person,0.3,"[282, 831, 427, 1248]",
3981,N30051001483079,person,0.27,"[281, 832, 422, 1073]",
3982,N30051001465225,person,0.85,"[645, 1105, 873, 1839]",
3983,N30051001465225,person,0.81,"[1602, 945, 1947, 1962]",
3984,N30051001465225,person,0.78,"[1094, 1217, 1321, 1889]",
3985,N30051001465225,person,0.78,"[260, 1108, 489, 1823]",
3986,N30051001465225,person,0.77,"[486, 1281, 659, 1824]",
3987,N30051001465225,person,0.76,"[2700, 1074, 2913, 2056]",
3988,N30051001465225,person,0.75,"[162, 1060, 331, 1803]",
3989,N30051001465225,person,0.74,"[859, 1229, 1024, 1854]",
3990,N30051001465225,person,0.74,"[2032, 959, 2475, 1931]",
3991,N30051001465225,person,0.72,"[1457, 1251, 1667, 1896]",
3992,N30051001465225,person,0.7,"[2322, 1034, 2549, 1911]",
3993,N30051001465225,person,0.66,"[1966, 1304, 2169, 1924]",
3994,N30051001465225,person,0.65,"[1277, 1142, 1497, 1885]",
3995,N30051001465225,sports ball,0.49,"[1939, 1038, 2061, 1166]",
3996,N30051001465225,person,0.47,"[1006, 1085, 1217, 1870]",
3997,N30051001465225,person,0.42,"[802, 864, 936, 1041]",
3998,N30051001465225,handbag,0.36,"[1301, 1260, 1425, 1525]",
3999,N30051001432241,person,0.93,"[67, 1119, 891, 2306]",
4000,N30051001432241,person,0.91,"[1854, 284, 2919, 2309]",
4001,N30051001432241,person,0.88,"[1106, 636, 1954, 2077]",
4002,N30051001432241,person,0.86,"[2455, 411, 2914, 1109]",
4003,N30051001432241,tie,0.82,"[2062, 988, 2260, 1427]",
4004,N30051001432241,person,0.79,"[1148, 764, 1446, 1168]",
4005,N30051001432241,person,0.64,"[1305, 147, 1628, 546]",
4006,N30051001432241,person,0.63,"[1331, 90, 2010, 1239]",
4007,N30051001432241,tie,0.59,"[1713, 599, 1772, 745]",
4008,N30051001432241,person,0.56,"[76, 553, 677, 1855]",
4009,N30051001432241,person,0.51,"[715, 579, 1141, 960]",
4010,N30051001432241,person,0.49,"[1103, 366, 1460, 942]",
4011,N30051001432241,person,0.47,"[624, 895, 1609, 2304]",
4012,N30051001432241,person,0.46,"[651, 182, 1267, 820]",
4013,N30051001432241,person,0.34,"[628, 572, 1144, 1180]",
4014,N30051001432241,tie,0.26,"[1070, 1769, 1202, 1984]",
4015,N30051001432241,person,0.25,"[70, 558, 188, 1252]",
4016,N30051000704319,person,0.93,"[64, 1349, 1198, 2324]",
4017,N30051000704319,person,0.85,"[1417, 1098, 2196, 2178]",
4018,N30051000704319,person,0.84,"[1790, 1043, 2433, 1950]",
4019,N30051000704319,person,0.79,"[2028, 825, 2441, 1284]",
4020,N30051000704319,person,0.79,"[398, 927, 986, 1719]",
4021,N30051000704319,person,0.67,"[2338, 1379, 2819, 2300]",
4022,N30051000704319,person,0.66,"[64, 1074, 537, 1982]",
4023,N30051000704319,person,0.64,"[1664, 740, 2035, 1389]",
4024,N30051000704319,person,0.64,"[839, 873, 1329, 1537]",
4025,N30051000704319,tie,0.64,"[643, 1251, 849, 1618]",
4026,N30051000704319,person,0.63,"[66, 732, 407, 1102]",
4027,N30051000704319,person,0.61,"[965, 705, 1286, 1189]",
4028,N30051000704319,person,0.6,"[624, 731, 911, 1247]",
4029,N30051000704319,person,0.57,"[1142, 684, 1345, 897]",
4030,N30051000704319,person,0.56,"[849, 1370, 1723, 2328]",
4031,N30051000704319,person,0.55,"[209, 666, 484, 994]",
4032,N30051000704319,person,0.55,"[2305, 969, 2754, 1735]",
4033,N30051000704319,person,0.52,"[1194, 878, 1533, 1442]",
4034,N30051000704319,person,0.49,"[1434, 678, 1727, 1036]",
4035,N30051000704319,tie,0.49,"[2350, 1293, 2658, 1741]",
4036,N30051000704319,tie,0.44,"[2213, 1049, 2324, 1248]",
4037,N30051000704319,person,0.42,"[841, 1365, 2377, 2328]",
4038,N30051000704319,chair,0.34,"[2219, 1225, 2432, 1359]",
4039,N30051000704319,chair,0.3,"[2171, 1860, 2411, 2323]",
4040,N30051000704319,chair,0.28,"[1728, 2122, 2378, 2331]",
4041,N30051000704319,chair,0.28,"[2109, 1283, 2307, 1421]",
4042,N30051001715728,person,0.84,"[787, 2135, 958, 2446]",
4043,N30051001715728,person,0.8,"[399, 2139, 538, 2746]",
4044,N30051001441283,person,0.83,"[406, 1164, 580, 1677]",
4045,N30051001441283,horse,0.82,"[61, 1214, 352, 1749]",
4046,N30051001441283,person,0.77,"[2591, 701, 2699, 1042]",
